nome,sigla,superior.sigla,unidade_organizacional.nome,is_siape,total_servidores
COMISSÃO ELEITORAL LOCAL -  CAMPUS PRINCESA ISABEL,CELOCAL-PI,CD-PI,CAMPUS PRINCESA ISABEL,False,0
DEPARTAMENTO ARTICULAÇÃO PEDAGÓGICA - CAMPUS JOÃO PESSOA,DEPAP-JP,DDE-JP,CAMPUS JOÃO PESSOA,False,13
COORDENAÇÃO DE  AVALIAÇÃO - CAMPUS JP,CAV-JP,DEPAP-JP,CAMPUS JOÃO PESSOA,False,0
COORD CURSO ENGENHARIA COMPUTACAO-CG,CCEC-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD PEDAGOGICA APOIO ESTUDANTE-CC,COPAE-CC,DCACC-CC,REITORIA,True,0
COORD NUC APOIO PESSOAS ESPECIAIS-MT,NAPNE-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD TEC PESCA CAMPUS AVANCADO-CC,CTPE-CC,DCACC-CC,REITORIA,True,0
COORD ENSINO CAMPUS AVANCADO CENTRO-CC,COEN-CC,DCACC-CC,REITORIA,True,0
COORD NAUTICA CAMPUS AVANC CENTRO-CC,CEXN-CC,DCACC-CC,REITORIA,True,0
COORD ADM CAMPUS AVANCADO CB CENTRO-CC,COAD-CC,DCACC-CC,REITORIA,True,0
CONSELHO DIRETOR - CAMPUS GUARABIRA,CD-GB,CAMPUS-GB,CAMPUS GUARABIRA,False,0
COORD ESTAGIO CAMPUS AVANCADO CENTRO-CC,COST-CC,DCACC-CC,REITORIA,True,0
COORDENAÇÃO ADMINISTRATIVA CAMPUS AVANÇADO CABEDELO CENTRO-REITORIA,COADAV-RE,DCACC-RE,REITORIA,False,3
COORDENAÇÃO DE ENSINO CAMPUS AVANÇADO CABEDELO CENTRO - REITORIA,COEN-CC-RE,DCACC-RE,REITORIA,False,15
CENTRO DE INCLUSÃO DIGITAL CATOLÉ DO ROCHA-REITORIA,CID-CR-RE,RE-DGCR,REITORIA,False,0
DIRETORIA DE DESENVOLVIMENTO DO DE ENSINO DO CAMPUS CATOLÉ DO ROCHA - REITORIA,RE-DDECR,RE-DGCR,REITORIA,False,0
CAMPUS CABEDELO CENTRO,CAMPUS-CC,REITORIA,REITORIA,False,1
COORDENAÇÃO DO CURSO TÉCNICO EM GEOLOGIA - CAMPUS PICUÍ,CCTG-PC,DDE-PC,CAMPUS PICUÍ,False,3
COORDENAÇÃO DE MANUTENÇÃO E SEGURANÇA - CAMPUS CABEDELO,COMAS-CB,DAPF-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO DE TRANSPORTE - CAMPUS CABEDELO,COTRANS-CB,DAPF-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO DE APOIO A PESSOAS COM NECESSIDADES ESPECIAIS - CAMPUS MONTEIRO,CAPNES-MT,DDE-MT,CAMPUS MONTEIRO,False,0
COORDENAÇÃO DE CAPACITAÇÃO E QUALIFICAÇÃO - CAMPUS CG,COCAQ-CG,DG-CG,CAMPUS CAMPINA GRANDE,False,1
COORD ENSINO CAMPUS MANGABEIRA,CE-MB,DG-MB,REITORIA,True,0
DIR ADMINISTRACAO PLANEJAMENTO-CR,DAP-CR,DG-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD AUTOMACAO INDUSTRIAL-ITB,CAI-IB,DDE-IB,CAMPUS ITABAIANA,True,0
COORD EXTENSAO CULTURA - ITB,CPEC-IB,DAP-IB,CAMPUS ITABAIANA,True,0
COORD ELETROMECANICA-ITB,COELM-IB,DDE-IB,CAMPUS ITABAIANA,True,0
COORD TECNICO INFORMATICA ESPERANCA,CTI-ES,DDE-ES,CAMPUS ESPERANCA,True,0
COORD NUCLEO ATENDIMENTO ODONTOLOGICO-JP,CNAO-JP,DAE-JP,CAMPUS JOAO PESSOA,True,0
COORDENAÇÃO DO  NÚCLEO ATENDIMENTO ODONTOLÓGICO - CAMPUS-JP,CNAO-JP,CPAS-JP,CAMPUS JOÃO PESSOA,False,0
REITORIA -COORDENAÇÃO DE PROTOCOLO - CAMPUS ESPERANÇA,RE-CPROESP,RE-DAPFES,REITORIA,False,0
COORDENAÇÃO CURSO INTEGRADO DE MEIO AMBIENTE - CAMPUS SANTA RITA,CINTMAM-SR-RE,RE-DDESR,REITORIA,False,0
COORDENAÇÃO CURSO INTEGRADO EM INFORMÁTICA - CAMPUS SANTA RITA,CINTINFO-SR-RE,RE-DDESR,REITORIA,False,0
COORDENAÇÃO DE FORMAÇÃO GERAL - CAMPUS SANTA RITA,CFGERAL-SR-RE,RE-DDESR,REITORIA,False,0
COORDENAÇÃO DE PROTOCOLO - CAMPUS SANTA RITA,CPRO-SR-RE,RE-DAPFSR,REITORIA,False,0
COORDENAÇÃO DE PATRIMÔNIO E ARQUIVO - CAMPUS SANTA RITA,CPARQ-SR-RE,RE-DAPFSR,REITORIA,False,0
REITORIA - COORDENAÇÃO DE GESTÃO DE PESSOAS - CAMPUS SANTA RITA,RE-CGPSR,RE-DAPFSR,REITORIA,False,0
COORDENAÇÃO DE PESQUISA E EXTENSÃO - CAMPUS SANTA RITA,COPEX-SR-RE,RE-DDESR,REITORIA,False,0
COORDENAÇÃO DE CONTROLE ACADÊMICO - CAMPUS SANTA RITA,CCA-SR-RE,RE-DDESR,REITORIA,False,0
COORD APOIO  ENSINO-MT,CAE-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD APOIO DESENVOLVIMENTO ENSINO-GB,CADEN-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD ALMOXARIFADO PATRIMONIO-GB,COALP-GB,DAPF-GB,CAMPUS GUARABIRA,True,0
COORD EDUCACAO DISTANCIA-GB,COEAD-GB,DDE-GB,CAMPUS GUARABIRA,True,0
PRO-REITORIA ASSUNTOS ESTUDANTIS-RE,PRAE-RE,IFPB,REITORIA,True,0
COORD FORMACAO GERAL SANTA RITA,CFO-SR,DDE-SR,CAMPUS SANTA RITA,True,0
COORD AVALIACAO APOIO ENSINO SRITA,AAPE-SR,DDE-SR,CAMPUS SANTA RITA,True,0
COORD GESTAO PESSOAS-SR,GPE-SR,DAP-SR,CAMPUS SANTA RITA,True,0
COORD PATRIMONIO ARQUIVO-SR,PARQ-SR,DAP-SR,CAMPUS SANTA RITA,True,0
COORD TEC SEGURANCA TRABALHO-PT,CTST-PT,DDE-PT,CAMPUS PATOS,True,0
COORD POS GRADUACAO-PT,CPOG-PT,DDE-PT,CAMPUS PATOS,True,0
COORD LABORATORIOS-PT,COLAB-PT,DDE-PT,CAMPUS PATOS,True,0
REITORIA - COORDENAÇÃO  TÉCNICO INFORMÁTICA ESPERANÇA - REITORIA,RE-CTINESP,RE-DDEES,REITORIA,False,0
REITORIA - COORDENAÇÃO DO PRONATEC CAMPUS ESPERANÇA - REITORIA,RE-CPRONESP,RE-DGES,REITORIA,False,0
REITORIA - COORDENAÇÃO DE CONTROLE ACADÊMICO CAMPUS ESPERANÇA - REITORIA,RE-CCAESP,RE-DDEES,REITORIA,False,0
COORDENAÇÃO DE  ALMOXARIFADO PATRIMÔNIO - CAMPUS GUARABIRA,COALP-GB,DAPF-GB,CAMPUS GUARABIRA,False,1
PRO-REITORIA ASSUNTOS ESTUDANTIS - REITORIA,PRAE-RE,REITORIA,REITORIA,False,13
COORD PEDAGOGICA APOIO ESTUDANTE-GB,COPAE-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD COMPRAS-MT,CC-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD PROTOCOLO DIARIAS PASSAGENS-PT,CPDP-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD SUP LIC CIENCIAS BIOLOGICAS-CB,CSLCB-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORDENAÇÃO DO CURSO SUPERIOR DE LICENCIATURA EM CIÊNCIAS BIOLÓGICAS - CAMPUS CABEDELO,CSLCB-CB,DDE-CB,CAMPUS CABEDELO,False,10
COORD TRANSFERENCIA TECNOLOGIA-RE,CTT-RE,DITEC-RE,REITORIA,True,0
COORDENAÇÃO DE PROPRIEDADE INTELECTUAL - REITORIA,CPI-RE,DIT-RE,REITORIA,False,0
COORDENAÇÃO DE TRANSFERÊNCIA DE TECNOLOGIA - REITORIA,CTT-RE,DIT-RE,REITORIA,False,1
COORDENAÇÃO DE  PÓS GRADUAÇÃO LATO SENSU - REITORIA,COPGLAT-RE,DPG-RE,REITORIA,False,1
COORDENAÇÃO PEDAGÓGICA DE APOIO AO ESTUDANTE - CAMPUS GUARABIRA,COPAE-GB,DDE-GB,CAMPUS GUARABIRA,False,2
"DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS DO CAMPUS CATOLÉ DO ROCHA - REITORIA",RE-DAPFCR,RE-DGCR,REITORIA,False,0
Coordenação de Administracao da PRA-RE,CAD-PRA-RE,PRAF-RE,REITORIA,False,0
Coordenacao de Logistica da PRAP-RE,COLOG-RE,DCML-RE,REITORIA,False,1
Diretoria de Comunicacao e Logistica-PRAP-RE,DCLOG-RE,CAD-PRA-RE,REITORIA,False,0
COORDENAÇÃO CURSO ENGENHARIA COMPUTACAO-CG,CCEC-CG,COAIN-CG,CAMPUS CAMPINA GRANDE,False,1
COORD TRANSPORTE-PT,CTRAN-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD ESTAGIO-GB,COEST-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD EXTENSAO E CULTURA-CR,CEXCUL-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD CONTROLE ACADEMICO-CR,CCA-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD PES EXT E CULTURA - CR,CCTII-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD FORMACAO GERAL-CR,CFOG-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
OUVIDORIA GERAL-RE,OG-RE,REITOR-RE,REITORIA,True,0
DIR GERAL PATRIMONIO -RE,DGPA-RE,REITOR-RE,REITORIA,True,0
COORDENAÇÃO CONTROLE ACADÊMICO -CATOLÉ DO ROCHA - REITORIA,RECCA-CR,RE-DDECR,REITORIA,False,0
COORDENAÇÃO DO POLO EDUCAÇÃO À DISTÂNCIA CATOLÉ DO ROCHA - REITORIA,RE-CPEDCR,RE-DDECR,REITORIA,False,0
COORDENAÇÃO DE PESQUISA EXTENSÃO - CATOLÉ DO ROCHA - REITORIA,RE-CPEXCR,RE-DDECR,REITORIA,False,0
COORDENAÇÃO DE FORMAÇÃO GERAL - CATOLÉ DO ROCHA - REITORIA,RE-CFOGCR,RE-DDECR,REITORIA,False,0
SEC PRO REITORIA PESQ INOV POS GRADUACAO,SPRPIPG-RE,PROPIPG-RE,REITORIA,True,0
COORDENAÇÃO CURSO  TÉCNICO EM PESCA CAMPUS AVANÇADO CABEDELO CENTRO - REITORIA,CPCACC-RE,DDE-CRPNM-RE,REITORIA,False,0
COORDENAÇÃO DE LICITAÇÕES - CAMPUS MONTEIRO,CL-MT,DAPF-MT,CAMPUS MONTEIRO,False,2
COORD ENSINO PROFISSIONAL MARITIMO-CC,CEPM-CC,DCACC-CC,REITORIA,True,0
COORD ASSISTENCIA ESTUDANTIL-ITAP,CAEST-IT,DG-IT,CAMPUS ITAPORANGA,True,0
COORD EXTENSAO CULTURA-ITAP,CEXTC-IT,DG-IT,CAMPUS ITAPORANGA,True,0
Assessoria Especial da PRE,ASSESPRE-RE,PRE-RE,REITORIA,False,0
Coordenação do Programa de Educação Tutorial em Química,CPETQ-RE,PRE-RE,REITORIA,False,0
Coordenação do Plano Nacional de Formação de Professores da Educação Básica,CPARFOR-RE,PRE-RE,REITORIA,False,0
Coordenação Programa Institucional de Bolsa de Iniciação à Docência,CPIBID-RE,PRE-RE,REITORIA,False,0
Coordenação Programa de Educação Tutorial em Engenharia Elétrica,CPETE-RE,PRE-RE,REITORIA,False,0
COORDENAÇÃO DE  ENSINO PROFISSIONAL MARITIMO - REITORIA,CEPM-CC-RE,DCACC-RE,REITORIA,False,3
COORD GESTAO REC AMBIENTAIS SEMIARIDO-PC,CGRAS-PC,DDE-PC,CAMPUS PICUI,True,0
COORDENAÇÃO DA COMISSÃO PERMANENTE DE CONCURSOS - CAMPUS CABEDELO,COMPEC-CB,DG-CB,CAMPUS CABEDELO,False,0
DIRETORIA DE APOIO AOS ORGÃOS COLEGIADOS - REITORIA,DAAOC-RE,REITORIA,REITORIA,False,3
REITORIA - COORDENAÇÃO  PEDAGÓGICA DE ASSISTÊNCIA AO ESTUDANTE ITAPORANGA - REITORIA  RE,RE-CPAEITP,RE-DDEITP,REITORIA,False,0
COORD. DE BIBLIOTECA-SS,CB-SS,DAE-SS,CAMPUS SOUSA,True,0
REITORIA - COORDENAÇÃO DE  PESQUISA E EXTENSÃO ITAPORANGA,RE-CPEXITP,RE-DGITP,REITORIA,False,0
CHEFIA DE GABINETE CABEDELO CENTRO-CC,CGAB-CC,DCACC-CC,REITORIA,True,0
COMISSÃO PERMANENTE DE INSALUBRIDADE E PERICULOSIDADE - REITORIA,CPIP-RE,DGEP-RE,REITORIA,False,0
DIRETORIA GERAL COMUNICACAO MARKETING-RE,DGCOM-RE,REITORIA,REITORIA,False,9
COORD DESENVOLVIMENTO ENSINO-ITAP,CDE-IT,DDE-IT,CAMPUS ITAPORANGA,True,0
COORDENACAO DE ESTAGIO-RE,CEST-RE,PREN-RE,REITORIA,True,0
COORD DIMENSIONAMENTO AVAL DESEMPENHO RE,CDAD-RE,DDP-RE,REITORIA,True,0
COORDENAÇÃO DE  DESENVOLVIMENTO DO ENSINO - ITAPORANGA - REITORIA,CDE-ITP-RE,RE-DDEITP,REITORIA,False,0
REITORIA - COORDENAÇÃO DO CURSO ELETROMECÂNICA DO CAMPUS ITABAIANA - RE,RE-COELMIB,RE-DDEIB,REITORIA,False,0
REITORIA - COORDENAÇÃO DE PESQUISA E EXTENSÃO - ITABAIANA - RE,RE-CPEXITB,RE-DDEIB,REITORIA,False,0
"COORDENAÇÃO DE EXTENSÃO, CULTURA E DESAFIOS ACADÊMICOS - CAMPUS JOÃO PESSOA",CEXC-JP,DIPPED-JP,CAMPUS JOÃO PESSOA,False,3
Comissão de Ajuda de Custo Discente - Campus Monteiro,CAJ-MT,DG-MT,CAMPUS MONTEIRO,False,0
COORDENAÇÃO DO CURSO TECNICO EM PESCA CAMPUS AVANÇADO CABEDELO CENTRO,CTPE-CC-RE,DCACC-RE,REITORIA,False,1
NUCLEO PESQUISA POS GRADUACAO-RE,NUPES-RE,PRPIPG-RE,REITORIA,False,0
COORDENAÇÃO DO CURSO DE ELETROMECÂNICA - ITABAIANA - REITORIA,COELM-ITA-RE,REITORIA,REITORIA,False,0
REITORIA - COORDENAÇÃO DO CURSO AUTOMAÇÃO INDUSTRIAL DO CAMPUS ITABAIANA,RE-CAIIB,RE-DDEIB,REITORIA,False,0
NUCLEO ESPECIALIZADO EM LIBRAS-JP,NEL-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
NUCLEO ATENDIMENTO EDUCACIONAL-JP,NAE-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
NÚCLEO ESPECIALIZADO EM LIBRAS - CAMPUS JOÃO PESSOA,NEL-JP,COAPNE-JP,CAMPUS JOÃO PESSOA,False,3
COORDENAÇÃO DE ACOLHIMENTO AO ESTUDANTE - CAMPUS JOÃO PESSOA,CAE-JP,DAEST-JP,CAMPUS JOÃO PESSOA,False,4
NÚCLEO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO - CAMPUS JOÃO PESSOA,NAEE-JP,COAPNE-JP,CAMPUS JOÃO PESSOA,False,1
REITORIA - COORDENAÇÃO DE GESTÃO DE PESSOAS - CAMPUS ESPERANÇA,RE-CGPESP,RE-DAPFES,REITORIA,False,0
COORDENAÇÃO DE PÓS-GRADUAÇÃO - CAMPUS PATOS,CPOG-PT,DDE-PT,CAMPUS PATOS,False,1
DIRETORIA GERAL - CAMPUS MANGABEIRA - REITORIA,DG-MB-RE,REITORIA,REITORIA,False,16
COORDENAÇÃO DE ENSINO - CAMPUS MANGABEIRA - REITORIA,CE-MB-RE,DG-MB-RE,REITORIA,False,13
COORDENAÇÃO DE CONTROLE ACADÊMICO - CAMPUS MANGABEIRA - REITORIA,CCA-MB-RE,CE-MB-RE,REITORIA,False,2
COORDENAÇÃO DO CURSO TÉCNICO EM CUIDADOS DE IDOSOS - CAMPUS MANGABEIRA - REITORIA,CCI-MB-RE,CE-MB-RE,REITORIA,False,6
COORDENAÇÃO DE ESTÁGIO - REITORIA,CEST-RE,PRE-RE,REITORIA,False,6
COORD CONTRATOS ADMINISTRATIVOS-PT,CCAD-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD ALMOXARIFADO-CR,COAL-CR,DAP-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD GESTAO PESSOAS-CR,CGEP-CR,DAP-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD CURSO SERVICOS JURIDICOS-CC,CSEJ-CC,COEN-CC,REITORIA,True,0
COORDENAÇÃO DE PATRIMÔNIO E ALMOXARIFADO - CATOLÉ DO ROCHA - RE,RE-COPALCR,RE-DAPFCR,REITORIA,False,0
COORD ASSISTENCIA ESTUDANTIL-MT,CAEST-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD PESQUISA-ITAP,COPES-IT,DG-IT,CAMPUS ITAPORANGA,True,0
DIRETORIA DO CAMPUS AVANÇADO SOLEDADE - REITORIA,DCSOL-SD-RE,REITORIA,REITORIA,False,11
COORDENAÇÃO DE  ASSISTÊNCIA ESTUDANTIL - MT,CAEST-MT,DDE-MT,CAMPUS MONTEIRO,False,3
COORDENAÇÃO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA - CAMPUS GUARABIRA,CEOF-GB,DAPF-GB,CAMPUS GUARABIRA,False,1
COORDENAÇÃO DO CURSO TÉCNICO INFORMÁTICA - CAMPUS PICUÍ,CCTI-PC,DDE-PC,CAMPUS PICUÍ,False,5
COORDENAÇÃO DE GESTÃO RECURSOS AMBIENTAIS SEMIÁRIDO - CAMPUS PICUÍ,CGRAS-PC,DDE-PC,CAMPUS PICUÍ,False,1
COORDENAÇÃO DO GABINETE MÉDICO ODONTOLÓGICO - CAMPUS CG,CGMO-CG ,DDE-CG,CAMPUS CAMPINA GRANDE,False,2
COORD PROTOCOLO-ESPERANCA,CP-ES,DAP-ES,CAMPUS ESPERANCA,True,0
COORD GESTAO PESSOAS-ES,COGEP-ES,DAP-ES,CAMPUS ESPERANCA,True,0
COORDENAÇÃO DO CURSO DE SERVICOS JURIDICOS DO CAMPUS AVANÇADO CABEDELO CENTRO,CSEJ-CC-RE,DCACC-RE,REITORIA,False,7
COORDENAÇÃO DE EXTENSÃO DO CAMPUS CABEDELO CENTRO,COEXT-CC-RE,DCACC-RE,REITORIA,False,2
COORDENAÇÃO DO CURSO TÉCNICO DE TRANSPORTE AQUAVIÁRIO DO CAMPUS CABEDELO CENTRO,TTAQ-CC,DCACC-RE,REITORIA,False,6
COORDENAÇÃO DO CURSO TÉCNICO EXPERIMENTAL EM NAÚTICA DO CAMPUS AVANÇADO CABEDELO CENTRO,CEXN-CC,DCACC-RE,REITORIA,False,1
COORD EDIFICACAO-CR,COIF-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
EDITORA DO IFPB,EDIT-RE,PROPIPG-RE,REITORIA,True,0
COORD DISTRIBUICAO - RE,CODIST-RE,EDIT-RE,REITORIA,True,0
Coordenação do curso técnico integrado ao Médio em Edificações - Campus Catolé do Rocha,RE-COEDIFCR,RE-DDECR,REITORIA,False,0
EDITORA DO IFPB,EDIT-RE,PRPIPG-RE,REITORIA,False,3
COORD EDITORACAO GRAFICA-RE,COEG-RE,EDIT-RE,REITORIA,False,1
COORDENAÇÃO DE  ESTÁGIO - GUARABIRA,CE-GB,DDE-GB,CAMPUS GUARABIRA,False,2
COORDENAÇÃO DE COMPRAS E RELACIONAMENTO COM FORNECEDOR - SS,CCRF-SS,DS-SS,CAMPUS SOUSA,False,2
COORD. GABINETE MEDICO-PT,GABM-PT,DDE-PT,CAMPUS PATOS,True,0
COORDENAÇÃO PEDAGÓGICA APOIO ESTUDANTE - CATOLÉ DO ROCHA,COPAE-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,0
COORDENAÇÃO DE PÓS-GRADUAÇÃO E PESQUISA - CAMPUS JOÃO PESSOA,CPGPESQ-JP,DIPPED-JP,CAMPUS JOÃO PESSOA,False,1
COMISSÃO ELEITORAL LOCAL - CAMPUS CATOLÉ DO ROCHA - REITORIA,RE-CELOCALCR,RE-DGCR,REITORIA,False,0
COORD. SISTEMAS DE INFORMAÇÃO-COMPEC-RE,COSINF-RE,COMPEC-RE,REITORIA,False,1
COORD. DO NUC APOIO SERV MED ODONTOLOGIC,NASMO-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORD TECNICO GUIA TURISMO-CC,CTGT-CC,COEN-CC,REITORIA,True,0
COORD NUC APOIO PESSOAS ESPECIAIS-PT,NAPNE-PT,DDE-PT,CAMPUS PATOS,True,0
COORD ACOMP FINANC ASSIS ESTUDANTIL-RE,CAFAE-RE,PRAE-RE,REITORIA,True,0
COORDENACAO DE BIBLIOTECAS-RE,COBI-RE,PREN-RE,REITORIA,True,0
COORD. DE PLANEJAMENTO-SS,CPLAN-SS,DAP-SS,CAMPUS SOUSA,True,0
GABINETE MEDICO CAMPUS CABEDELO-CB,GABMED-CB,DDE-CB,CAMPUS CABEDELO,True,0
Assessoria de Comunicação,ASCOM-CG,DG-CG,CAMPUS CAMPINA GRANDE,False,2
DIR PLAN GEST POLITICAS ESTUDANTIS-RE,DPGEST-RE,PRAE-RE,REITORIA,True,0
DIR EDUCACAO FISICA E ESPORTE DA PRAE,DEFES-RE,PRAE-RE,REITORIA,True,0
COORD PEDAGOGIA ASSIST ESTUDANTIL-ITB,CPAE-IB,DDE-IB,CAMPUS ITABAIANA,True,0
COORD ADMINIST LOGIST MANUTENCAO-ITB,CALM-IB,DAP-IB,CAMPUS ITABAIANA,True,0
CHEFIA GABINETE-ITB,CG-IB,DG-IB,CAMPUS ITABAIANA,True,0
COORDENACAO FINANCAS-ES,COF-ES,DAP-ES,CAMPUS ESPERANCA,True,0
COORD PATRIMONIO ALMOXARIFADO-ESPERANCA,CPAL-ES,DAP-ES,CAMPUS ESPERANCA,True,0
DEPARTAMENTO DE EDUCACAO SUPERIOR-SS,DES-SS,DDE-SS,CAMPUS SOUSA,False,37
COORDENAÇÃO DO HOSPITAL VETERINARIO-SS,CHV-SS,DES-SS,CAMPUS SOUSA,False,9
COORDENAÇÃO DE  FINANÇAS - ESPERANÇA - REITORIA,COF-ES-RE,RE-DAPFES,REITORIA,False,0
COORDENAÇÃO DE PATRIMÔNIO E ALMOXARIFADO - ESPERANÇA - REITORIA,CPAL-ES-RE,RE-DAPFES,REITORIA,False,0
COORD EXE FINANCEIRA-CR,CEF-CR,DAP-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD PEDAGOGICA APOIO ESTUDANTE-CR,COPAE-CR,DDE-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD ALMOXARIFADO PATRIMONIO-IT,COAP-IT,DAP-IT,CAMPUS ITAPORANGA,True,0
COORD COMPRAS LICITACOES - ITAPORANGA,CCL-IT,DAP-IT,CAMPUS ITAPORANGA,True,0
DIRETORIA DE EDUCAÇÃO FÍSICA E ESPORTES - REITORIA,DEFE-RE,PRAE-RE,REITORIA,False,1
COORD CURSO TECNICO EDIFICACOES-MT,CTEDIF-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORDENAÇÃO PEDAGÓGICA APOIO ESTUDANTE - CATOLÉ DO ROCHA - REITORIA,RE-COPAECR,RE-DDECR,REITORIA,False,0
COORDENAÇÃO DE  EXECUÇÃO ORÇAMENTÁRIA FINANCEIRA - CAMPUS CATOLÉ DO ROCHA - REITORIA,RE-CEOFCR,RE-DAPFCR,REITORIA,False,0
COORDENAÇÃO DE PÓS-GRADUAÇÃO - CAMPUS JOÃO PESSOA,COPG-JP,DIPPED-JP,CAMPUS JOÃO PESSOA,False,2
"SEC. DIR ADMINIST, PLANEJ E FINAN- CZ",SDAPF-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
COORD COMUNICACAO E TEC INFORMACAO-SR,CCTIN-SR,DAP-SR,CAMPUS SANTA RITA,True,0
COORD EXECUCAO ORCAMENTARIA-SR,CEOR,DAP-SR,CAMPUS SANTA RITA,True,0
COORD INOVACAO TECNOLOGIA INFORMACAO-RE,COINTI-RE,DTI-RE,REITORIA,True,0
COORD MATEMATICA SUAS TECNOLOGIAS-CG,CMTEC-CG,,,True,0
COMISSÃO DO GINÁSIO POLISPORTIVO - CAMPUS MONTEIRO,CGINPOL-MT,DDE-MT,CAMPUS MONTEIRO,False,0
DEPARTAMENTO DE GESTÃO E DESENVOLVIMENTO DE PESSOAS - CAMPUS SOUSA,DGDP-SS,DAP-SS,CAMPUS SOUSA,False,4
COORDENACAO DE INOVACAO - JP,COINOV-JP,DIPPGE-JP,CAMPUS JOAO PESSOA,True,0
COORDENAÇÃO DE INOVAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,COINTI-RE,DGTI-RE,REITORIA,False,0
COORD. DE TECNOLOGIA E INOVACAO-PC,CTIN-PC,DG-PC,CAMPUS PICUI,True,0
COORD. DE AREA DE INFORMATICA-CG,COAIN-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. GESTORA SETORIAL SCDP-CR,COGSS-CR,DAP-CR,CAMPUS CATOLE DO ROCHA,True,0
CAMPUS SANTA RITA,CAMPUS-SR,REITORIA,CAMPUS SANTA RITA,False,48
DIREÇÃO GERAL - CAMPUS SANTA RITA,DG-SR,CAMPUS-SR,CAMPUS SANTA RITA,False,48
DIRETORIA DE DESENVOLVIMENTO DO ENSINO DO CAMPUS SANTA RITA,DDE-SR,DG-SR,CAMPUS SANTA RITA,False,37
"DIRETORIA DE ADMINISTRÇÃO, PLANEJAMENTO E FINANÇAS DO CAMPUS SANTA RITA",DAPF-SR,DG-SR,CAMPUS SANTA RITA,False,7
COORDENAÇÃO DE PATRIMÔNIO E ARQUIVO - CAMPUS SANTA RITA,CPARQ-SR,DAPF-SR,CAMPUS SANTA RITA,False,1
COORDENAÇÃO CURSO INTEGRADO DE MEIO AMBIENTE - CAMPUS SANTA RITA,CINTMAM-SR,DDE-SR,CAMPUS SANTA RITA,False,2
COORDENAÇÃO DE CONTROLE ACADÊMICO - CAMPUS SANTA RITA,CCA-SR,DDE-SR,CAMPUS SANTA RITA,False,2
COORDENAÇÃO DE FORMAÇÃO GERAL - CAMPUS SANTA RITA,CFGERAL-SR,DDE-SR,CAMPUS SANTA RITA,False,0
COORDENAÇÃO DE GESTÃO DE PESSOAS - CAMPUS SANTA RITA,CGP-SR,DAPF-SR,CAMPUS SANTA RITA,False,1
COORDENAÇÃO DE AVALIACAO APOIO ENSINO - CAMPUS SANTA RITA,AAPE-SR,DDE-SR,CAMPUS SANTA RITA,False,0
COORDENAÇÃO DE EXECUCAO ORCAMENTARIA - CAMPUS SANTA RITA,CEOR-SR,DAPF-SR,CAMPUS SANTA RITA,False,0
COORDENAÇÃO DE COMUNICACAO E TEC INFORMACAO - CAMPUS SANTA RITA,CCTIN-SR,DAPF-SR,CAMPUS SANTA RITA,False,2
PROGRAMA DE FORMAÇÃO DE  GESTORES POR COMPETÊNCIAS - CAMPUS JP,PFGC-JP,DGDP-JP,CAMPUS JOÃO PESSOA,False,0
CAMPUS ESPERANÇA,CAMPUS-ES,REITORIA,CAMPUS ESPERANÇA,False,47
