nome,sigla,superior.sigla,unidade_organizacional.nome,is_siape,total_servidores
COMISSÃO GERAL DE  AVALIAÇÃO DE  ESTÁGIO PROBATÓRIO - REITORIA,CGAEP-RE,COMISSOES-RE,REITORIA,False,0
DIR. ASSUNTOS ESTUDANTIS-RE,DAEST-RE,PREN-RE,REITORIA,True,0
DIR. EDUCACAO SUPERIOR-RE,DESUP-RE,PREN-RE,REITORIA,True,0
DIR. EDUC.DIST. PROGRAMAS ESPECIAIS-RE,DEDPE-RE,PREN-RE,REITORIA,True,0
DIR. EDUCACAO PROFISSIONAL-RE,DEPROF-RE,PREN-RE,REITORIA,True,0
DIR. ARTICULACAO PEDAGOGICA-RE,DAPE-RE,PREN-RE,REITORIA,True,0
COORD.ADM.NUC EXT.ED.PROFISSIONAL-RE,CANEXTP-RE,PROEXC-RE,REITORIA,True,0
ASSISTENTE PRO-REITORIA EXTENSAO-RE,APREXT-RE,PROEXC-RE,REITORIA,True,0
DIR EXTENSAO POPULAR RURAL-RE,DEXPR-RE,PROEXC-RE,REITORIA,True,0
COORD. SUP. AVAL. ATIV EXTENSAO-RE,CSATEX-RE,PROEXC-RE,REITORIA,True,0
COORD. PROPRIEDADE INTELECTUAL-RE,CPI-RE,DITEC-RE,REITORIA,True,0
DIR. PESQUISA-RE,DP-RE,PROPIPG-RE,REITORIA,True,0
COORD. PROG. BOLSAS PESQUISA-RE,CPBPESQ-RE,DP-RE,REITORIA,True,0
DIR. GER. FISC OBRAS ENGENHARIA-RE,DGFOE-RE,IFPB,REITORIA,True,0
DIR. PLANEJAMENTO INSTITUCIONAL-RE,DPI-RE,IFPB,REITORIA,True,0
DIR. GERAL TECNOLOGIA INFORMACAO-RE,DTI-RE,IFPB,REITORIA,True,0
DIR. POS-GRADUACAO-RE,DPG-RE,PROPIPG-RE,REITORIA,True,0
COORD. TECNOLOGIA INFORMACAO-MT,CTI-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD. GESTAO PESSOAS-MT,CGP-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD CONTABILIDADE-MT,CCONT-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD. PATRIMONIO ALMOXARIFADO-MT,CPA-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD. LICITACOES-MT,CL-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD. CONTROLE ACADEMICO-MT,CCA-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. PEDAGOGICA-MT,COPED-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. BIBLIOTECA REC. MULTIMEIO-MT,CBRM-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. CST CONST. EDIFICIOS-MT,CCE-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. CST ANAL DESEN.SISTEMAS-MT,CCADS-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. CURSOS TECNICOS INTEGRADOS-MT,CCINT-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. PROJETOS ARQUITETURA-RE,CPA-RE,DGFOE-RE,REITORIA,True,0
COORD. DE OBRAS DE ENGENHARIA-RE,COE-RE,DGFOE-RE,REITORIA,True,0
COORD. CST SEGURANCA TRABALHO-PT,CCST-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. PEDAGOGICA APOIO ESTUDANTE-PT,COPAE-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. ADM. MAT.RECURSOS PATRIMONIAIS PT,CAMRPA-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD. DES. GER. SISTEMAS-RE,CDGS-RE,DTI-RE,REITORIA,True,0
COORD. C. TECNICO ELETROTECNICA-PT,CCEL-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. C. TECNICO EDIFICACOES-PT,CCED-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. INFRA. MAN. REDES-RE,CIMR-RE,DTI-RE,REITORIA,True,0
COORD DE ASSIST A SUADE DO ESTUDANTE-RE,COAS-RE,PRAE-RE,REITORIA,True,0
COORD. DE CONTROLE ACADEMICO-PT,CCA-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. MANUTENCAO SEGURANCA-PT,CMSE-PT,DAPF-PT,CAMPUS PATOS,True,0
COORDENAÇÃO  PEDAGÓGICA DE APOIO AO ESTUDANTE - CAMPUS PRINCESA ISABEL,COPAE-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,9
CONSELHO DIRETOR - CAMPUS CAMPINA GRANDE,CD-CG,CAMPUS-CG,CAMPUS CAMPINA GRANDE,False,1
COORDENAÇÃO DO PRONATEC - CAMPUS SOUSA,PRONATEC-SS,DG-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DE EAD-CAMPUS SOUSA,CEAD-SS,DDE-SS,CAMPUS SOUSA,False,2
COORD PESQUISA-PT,CPESQ-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD. GESTAO PESSOAS-PT,CGP-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD. PLANEJAMENTO-PT,COPLAN-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD. ESTAGIOS-PT,CEST-PT,DDE-PT,CAMPUS PATOS,True,0
COORD PESQUISA-PC,CPESQ-PC,DAPF-PC,CAMPUS PICUI,True,0
COORD. TECNOLOGIA DA INFORMACAO-PC,CTI-PC,DG-PC,CAMPUS PICUI,True,0
COORD. GESTAO PESSOAS-PC,CGP-PC,DAPF-PC,CAMPUS PICUI,True,0
COORD. PLANEJAMENTO-PC,CP-PC,DAPF-PC,CAMPUS PICUI,True,0
COORD. PATRIMONIO ALMOXARIFADO-PC,CPA-PC,DAPF-PC,CAMPUS PICUI,True,0
COORD. PEDAGOCICA APOIO ESTUDANTE-PC,COPAE-PC,DDE-PC,CAMPUS PICUI,True,0
COORD. CONTROLE ACADEMICO-PC,CCA-PC,DDE-PC,CAMPUS PICUI,True,0
COORD. FORMACAO GERAL PROJ ESPECIAIS-PC,CFGPE-PC,DDE-PC,CAMPUS PICUI,True,0
COORD. CURSO SUPERIOR AGROECOLOGIA-PC,CCSA-PC,DDE-PC,CAMPUS PICUI,True,0
COORD. CURSO TECNICO MINERACAO-PC,CCTM-PC,DDE-PC,CAMPUS PICUI,True,0
COORD. TECNOLOGIA INFORMACAO-GB,CTI-GB,DAPF-GB,CAMPUS GUARABIRA,True,0
DIR. ADM. PLANEJAMENTO FINANCAS-GB,DAPF-GB,DG-GB,CAMPUS GUARABIRA,True,0
DIR. DESENVOLVIMENTO ENSINO-GB,DDE-GB,DG-GB,CAMPUS GUARABIRA,True,0
COORD. COMPRAS LICITACAO-GB,CCL-GB,DAPF-GB,CAMPUS GUARABIRA,True,0
COORD. GESTAO PESSOAS-GB,CGP-GB,DAPF-GB,CAMPUS GUARABIRA,True,0
COORD. CONTROLE ACADEMICO-GB,CCA-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD. COMUNICACAO INSTITUCIONAL-CG,CCI-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. TECNOLOGIA INFORMACAO-CG,CTI-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. MANUT. SEG. TRANSPORTE-CG,CMST-CG,DAPF-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. GESTAO PESSOAS-CG,CGP-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. EXECUCAO ORC. FINANCEIRA-CG,CEOF-CG,DAPF-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. COMPRAS LICITACOES CONTRATOS-CG,CCLC-CG,DAPF-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. PATRIMONIO ALMOXARIFADO-CG,CPA-CG,DAPF-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. FORM. GER. PROJ. ESPECIAIS-CG,CFGPE-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. C. SUP TEC. TELEMATICA-CG,CCT-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. C. TECNICO INFORMATICA-CG,CCTI-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. C. TECNICO MINERACAO-CG,CCM-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
CHEFE DEPTO ENSINO TECNICO-CG,DDET-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. PEDAGOGICA-CG,CP-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. ESTAGIOS-CG,CE-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. CONTROLE ACADEMICO-CG,CCA-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. ASSISTENCIA ESTUDANTIL-CG,CAE-CG,DDET-CG,CAMPUS CAMPINA GRANDE,True,0
COORD EXTENSAO-CG,COEXT-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORDENACAO DE PESQUISA-CZ,CP-CZ,DG-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DE TECNOLOGIA DA INFORMAC-CZ,CTI-CZ,DG-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DE ESTAGIOS E REL. EMPRESARIAI-CZ,CERE-CZ,DG-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DE GESTAO DE PESSOAS-CZ,CGP-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DE MAN. SEG. E TRANSPORTE-CZ,CMST-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
DEPARTAMENTO DE ORCAMENTO E FINANCAS-CZ,DEOF-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DE PLANEJAMENTO-CZ,CPL-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
SEC. DO DEP. DE ADM. E PLANEJAM-CZ,SCDAP-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENACAO DE PATRIMONIO-CZ,CP-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DE CONTROLE ACADEMICO-CZ,CCA-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. PEDAGOGICA-CZ,COPED-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DE APOIO AO ESTUDANTE-CZ,CAEST-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENACAO DE RECURSOS AUDIOVISUAIS-CZ,CRA-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
UNID. ACAD. DA AREA DE INDUSTRIA-CZ,UNIND-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DO C. SUP. DE TEC. EM AUT. IND-CZ,CAIND-CZ,UNIND-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DO C. TEC. EM EDIFICACOES-CZ,CTED-CZ,UNIND-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DO C. TEC. EM ELETROMECANICA-CZ,CTEL-CZ,UNIND-CZ,CAMPUS CAJAZEIRAS,True,0
UNID. ACAD. DA A. DE F. GERAL E P.-CZ,UFGP-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DO C. DE LIC. EM MATEMATI-CZ,CLM-CZ,UFGP-CZ,CAMPUS CAJAZEIRAS,True,0
UNID. ACAD. DA AREA DE INFORMATICA-CZ,UNINFO-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. DO C. SUP. DE T. EM A. D. DE S-CZ,CADS-CZ,UNINFO-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENAÇÃO DO CURSO TÉC.EM INFORMÁTICA,CTIN-CZ,UNINFO-CZ,CAMPUS CAJAZEIRAS,True,0
COORD. MAN. SEG. TRANSPORTE-PI,CMST-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. GESTAO PESSOAS-PI,COGEP-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. PLANEJAMENTO CONTABILIDADE-PI,CP-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,True,0
"COORD. COMPRAS, LIC CONTRATOS-PI",CCLC-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,True,0
COORD EXECUCAO ORCAMENT FINANCEIRA PI,CEOF-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,True,0
COORD FORMACAO GERAL PROG ESPECIAIS-PI,COFOG-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. CONTROLE ACADEMICO-PI,CCA-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. CURSO TEC EDIFICACOES-PI,CCTED-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. C.SUP TEC. GESTAO AMBIENTAL-PI,CCSGA-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. TEC. MANUT SUP INFORMATICA-PI,CCTMSI-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. PESQUISA EXTENSAO-PI,CPE-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. DE PLANEJAMENTO E ORCAMENTO-CB,COPLAN-CB,DAPF-CB,CAMPUS CABEDELO,True,0
COORDENACAO DE ALMOXARIFADO-CB,COALM-CB,DAPF-CB,CAMPUS CABEDELO,True,0
COORD. MANUTENCAO E SEGURANCA-CB,COMAS-CB,DAPF-CB,CAMPUS CABEDELO,True,0
COORD. DE GESTAO DE PESSOAS-CB,CGP-CB,DAPF-CB,CAMPUS CABEDELO,True,0
COORD. CONTROLE ACADEMICO-CB,CCA-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. PROJETOS ESPECIAS-CB,CPRES-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. TECNICO RECURSOS PESQUEIRO-CB,CCTRP-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. TURNO-CB,CT-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. C. SUP. TEC DESING GRAFICO-CB,CCSDG-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. C.TEC. MEIO AMBIENTE-CB,CTMA-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. BIBLIOT REC MULTIMEIOS-CB,COBREM-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. PEDAG. APOIO ESTUDANTE-CB,COPAE-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD. EXTENSAO CRPNM-RE,EXCRPNM-RE,CRPNM-RE,REITORIA,True,0
COORD. ADMINISTRACAO CRPNM-RE,CACRPNM-RE,CRPNM-RE,REITORIA,True,0
COORD. ENSINO CRPNM-RE,CECRPNM-RE,CRPNM-RE,REITORIA,True,0
COORDENAÇÃO DO CURSO TÉCNICO DE SECRETARIADO - CAMPUS JP,CCTS-JP,UA5-JP,CAMPUS JOÃO PESSOA,False,1
COORDENAÇÃO DO CURSO MANUTENÇÃO E SUPORTE EM INFORMÁTICA - CAMPUS CG,CCMSI-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,0
SECAO DE INFORMACOES GERENCIAIS-SS,SIG-SS,DG-SS,CAMPUS SOUSA,True,0
COORD. DE PROCESSAMENTO DE DADOS-SS,CPD-SS,DAP-SS,CAMPUS SOUSA,True,0
COORD. DO CVT-SS,CVT-SS,DG-SS,CAMPUS SOUSA,True,0
CENTRO INCLUSAO DIGITAL-CR,CID-CR,DG-CR,CAMPUS CATOLE DO ROCHA,True,0
DEPTO. DE GESTAO E DES. DE PESSOAS-SS,DGDP-SS,DAP-SS,CAMPUS SOUSA,True,0
COOD. DE PAG. E ADM. DE PESSOAS-SS,CPAP-SS,DGDP-SS,CAMPUS SOUSA,True,0
COORD. DE COMP. E REL. COM FORNECEDOR-SS,CCRF-SS,DAP-SS,CAMPUS SOUSA,True,0
DPTO DE FINANCAS E CONTABILIDADE-SS,DFC-SS,DAP-SS,CAMPUS SOUSA,True,0
COORD. DE EXEC. ORC. E FINANCEIRA-SS,CEOF-SS,DFC-SS,CAMPUS SOUSA,True,0
DEPTO. DE LOG. OBRAS E MANUTENCAO-SS,DLOM-SS,DAP-SS,CAMPUS SOUSA,True,0
COORD DE ALMOXARIFADO-SS,CA-SS,DAP-SS,CAMPUS SOUSA,True,0
COORD. DO PATRIMONIO-SS,CP-SS,DFC-SS,CAMPUS SOUSA,True,0
COORD. DE DES.PESSOAS-SS,CDP-SS,DGDP-SS,CAMPUS SOUSA,True,0
COORD. DE SEGURANCA E TRANSPORTES-SS,CST-SS,DLOM-SS,CAMPUS SOUSA,True,0
DEPTO DE ASSISTENCIA ESTUDANTIL-SS,DAE-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. DE ALIMENTACAO E NUTRICAO-SS,SAN-SS,DAE-SS,CAMPUS SOUSA,True,0
SETOR DE ATIV. ART. CULT. E DESPORTIV-SS,SACD-SS,DAE-SS,CAMPUS SOUSA,True,0
SETOR DE SERVICO SOCIAL-SS,SS-SS,DAE-SS,CAMPUS SOUSA,True,0
DEPTO DE EDUCACAO PROFISSIONAL-SS,DEP-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. DE CURSOS EAD-SS,CT-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. PEDAGOGICA-SS,CP-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. DE RELACOES INST E ESTAGIOS,CRIE-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. DE CONTROLE ACADEMICO-SS,CCA-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. DO PROEJA-SS,PROEJA-SS,DEP-SS,CAMPUS SOUSA,True,0
COORD DE EXTENSAO,CE-SS,DPPE-SS,CAMPUS SOUSA,True,0
DEPTO DE PRODUCAO PESQUISA E EXTENSAO-SS,DPPE-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. DE PESQUISA-SS,CP-SS,DPPE-SS,CAMPUS SOUSA,True,0
COORD. DE AGROINDUSTRIA-SS,CAGRO-SS,DEP-SS,CAMPUS SOUSA,True,0
COORD. DE PRODUCAO-SS,CP-SS,DPPE-SS,CAMPUS SOUSA,True,0
SECAO DE COOPERATIVA ESCOLA-SS,SCE-SS,DPPE-SS,CAMPUS SOUSA,True,0
SETOR DE PISCICULTURA-SS,SPIS-SS,DPPE-SS,CAMPUS SOUSA,True,0
SETOR DE MECANIZACAO AGRICOLA-SS,SMA-SS,DPPE-SS,CAMPUS SOUSA,True,0
DEPTO. DE EDUCACAO SUPERIOR-SS,DES-SS,DDE-SS,CAMPUS SOUSA,True,0
COORD. DO HOSPITAL VETERINARIO-SS,CHV-SS,DES-SS,CAMPUS SOUSA,True,0
CHEFIA DE CERIMONIAL E EVENTOS-SS,CCE-SS,CGDG-SS,CAMPUS SOUSA,True,0
COORD. DO C. S. DE LIC. EM QUIMICA-SS,CSLQ-SS,DES-SS,CAMPUS SOUSA,True,0
COORD.CURSO S DE TEC EM AGROECOLOGIA-SS,CCTA-SS,DES-SS,CAMPUS SOUSA,True,0
COORD. DO C. S EM TEC.DE ALIMENTOS-SS,CCSTAL-SS,DES-SS,CAMPUS SOUSA,True,0
COORD. EDUCACAO ESPECIAL-RE,CEE-RE,DAPE-RE,REITORIA,True,0
COORD. LEGISLACAO EDUCACIONAL-RE,COLED-RE,DAPE-RE,REITORIA,True,0
COORD. TEC INF EDUC DISTANCIA - RE,CTIED-RE,DEDPE-RE,REITORIA,True,0
DIRETOR ACAD CERT DIPLOMA - RE,DCACD-RE,PREN-RE,REITORIA,True,0
SECRETARIA REITORIA-RE,SECREI-RE,IFPB,REITORIA,True,0
DIR APOIO ASSESSOR ORGAOS COLEGIADOS-RE,DAAPC-RE,DAAOC-RE,REITORIA,True,0
COORD. CERIMONIAL EVENTOS-RE,CE-RE,CG-RE,REITORIA,True,0
DIR. GERAL GESTAO PESSOAS-RE,DGEP-RE,IFPB,REITORIA,True,0
DIR GERAL COMUNICACAO MARKETING-RE,DGCOM-RE,IFPB,REITORIA,True,0
SECRETARIA PRO REITORIA ENSINO-RE,SPRE-RE,PREN-RE,REITORIA,True,0
COMISSAO PERMANENTE DE CONCURSOS-RE,COMPEC-RE,REITOR-RE,REITORIA,True,0
COORD. DE PRODUCAO AUDIOVISUAL-RE,CPAV-RE,REITOR-RE,REITORIA,True,0
SECRETARIA DIRECAO GERAL-JP,SDG-JP,CGDG-JP,CAMPUS JOAO PESSOA,True,0
COORD. COMUNIC. CERIMONIAL EVENTOS - JP,CCE-JP,CGDG-JP,CAMPUS JOAO PESSOA,True,0
COORD. PESQUISA EXTENSAO-JP,CPE-JP,DG-JP,CAMPUS JOAO PESSOA,True,0
DEP. EDUCACAO PROFISSIONAL-JP,DEP-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
DEP. ENSINO SUPERIOR-JP,DES-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
DEP. APOIO ENSINO-JP,DAE-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
"UNID. ACAD. I DES, ESTR.M.AMB-JP",UA-I-JP,DES-JP,CAMPUS JOAO PESSOA,True,0
UNID. ACAD. II INF. COMUNICACAO-JP,UA-II-JP,DES-JP,CAMPUS JOAO PESSOA,True,0
UNID. ACAD.III CONTR.PROC INDUSTRIAIS-JP,UA-III-JP,DES-JP,CAMPUS JOAO PESSOA,True,0
UNID. ACAD. IV LIC. FORM GERAL-JP,UA-IV-JP,DEP-JP,CAMPUS JOAO PESSOA,True,0
UNID. ACAD.V GESTAO NEGOCIOS-JP,UA-V-JP,DEP-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. TEC. EDIFICACOES-JP,CTEDIF-JP,UA-I-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. TEC. CONTROLE AMBIENTAL-JP,CTCA-JP,UA-I-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. TEC DESIGN INTERIORES-JP,CSDINT-JP,UA-I-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. T. GESTAO AMBIENTAL-JP,CSTGA-JP,UA-I-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. TEC CONST. EDIFICIOS-JP,CSTCED-JP,UA-I-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. TEC GEOPROCESSAMENTO-JP,CSTGEO-JP,UA-I-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. TEC.RED.COMPUTADORES-JP,CSTRED-JP,UA-II-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. TEC SIST.INTERNET-JP,CSTSINT-JP,UA-II-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. TEC. ELETRONICA-JP,CTEL-JP,UA-III-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. TEC. ELETROTECNICA-JP,CTELT-JP,UA-III-JP,CAMPUS JOAO PESSOA,True,0
COORD. CURSO TEC. MECANICA-JP,CTMEC-JP,UA-III-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. TEC. EQUIP. BIOMEDICO-JP,CTEBIO-JP,UA-III-JP,CAMPUS JOAO PESSOA,True,0
COORD.C.SUP.TEC SIST TELECOMUNICACOES-JP,CSTSTEL-JP,UA-III-JP,CAMPUS JOAO PESSOA,True,0
COORD.C.SUP.TEC AUTOMACAO INDUSTRIAL-JP,CSTAIND-JP,UA-III-JP,CAMPUS JOAO PESSOA,True,0
COORD. BACHARELADO ENG. ELETRICA-JP,CBEELE-JP,UA-III-JP,CAMPUS JOAO PESSOA,True,0
COORD. AREA CIENCIAS HUMANAS-JP,CACH-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. CURSO LIC. QUIMICA-JP,CLQ-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. AREA LING. CODIGOS-JP,CALC-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. AREA CIENCIAS NAT TECNOLOGIAS-JP,CACN-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. TEC INSTRUMENTO MUSICAL-JP,COTIM-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. AREA MATEMATICA ESTATISTICA-JP,CMATES-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. AREA EDUCACAO FISICA-JP,CAEF-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. AREA ARTES CULT. EVENTOS-JP,CAACE-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. CURSO PROEJA-JP,PROEJA-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. TEC NEG IMOBILIARIOS-JP,CSTNI-JP,UA-V-JP,CAMPUS JOAO PESSOA,True,0
COORD. BACHARELADO ADMINISTRACAO-JP,CBADM-JP,UA-V-JP,CAMPUS JOAO PESSOA,True,0
COORD. AUDIOVISUAL E MULTIMEIOS - JP,CAM-JP,CGDG-JP,CAMPUS JOAO PESSOA,True,0
COORD. CONTROLE ACADEMICO-JP,CCA-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD. PEDAGOGICA-JP,CP-JP,DAE-JP,CAMPUS JOAO PESSOA,True,0
COORD. NUCLEO ATENDIMENTO MEDICO-JP,CNAM-JP,DAE-JP,CAMPUS JOAO PESSOA,True,0
COORD. TURNO DIURNO-JP,CTD-JP,DAE-JP,CAMPUS JOAO PESSOA,True,0
COORD. RESTAURANTE ESTUDANTIL-JP,CR-JP,DAE-JP,CAMPUS JOAO PESSOA,True,0
COORD.NUCLEO ACOMP.HORARIO ACADEMICO JP,CNAHA-JP,DAE-JP,CAMPUS JOAO PESSOA,True,0
COORD. ESTAGIO-JP,CE-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD. BIBLIOTECA-JP,CB-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD. ASSISTENCIA AO ESTUDANTE - JP,CAEST-JP,DAEST-JP,CAMPUS JOAO PESSOA,True,0
COORD. BIBLIOTECA TURNO DIURNO-JP,CBD-JP,CB-JP,CAMPUS JOAO PESSOA,True,0
COORD. BIBLIOTECA TURNO NOTURNO-JP,CBN-JP,CB-JP,CAMPUS JOAO PESSOA,True,0
COORD NAPNE-JP,NAPNE-JP,DAEST-JP,CAMPUS JOAO PESSOA,True,0
COORD. SUPERVISAO AVALIACAO-JP,CSA-JP,DG-JP,CAMPUS JOAO PESSOA,True,0
DEP. APOIO ADMINISTRACAO-JP,DAA-JP,DAPF-JP,CAMPUS JOAO PESSOA,True,0
DEPTO. ORCAMENTO FINANCAS-JP,DOF-JP,DAPF-JP,CAMPUS JOAO PESSOA,True,0
DEPTO GESTAO DES. PESSOAS-JP,DGDP-JP,DG-JP,CAMPUS JOAO PESSOA,True,0
COORD. CONVENIOS CONTRATOS-JP,CCC-JP,DELOG-JP,CAMPUS JOAO PESSOA,True,0
COORD. LICITACOES-JP,CL-JP,DAPF-JP,CAMPUS JOAO PESSOA,True,0
COORD. SEGURANCA INSTITUCIONAL - JP,CSEINT-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
COORD. TRANSPORTES-JP,CT-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
COORD. PROTOCOLO-JP,CPROT-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
COORD. MAN. SUPORTE INFORMATICA-JP,CMSI-JP,DG-JP,CAMPUS JOAO PESSOA,True,0
COORD. PRODUCAO GRAFICA-JP,CPG-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
COORD. MANUTENCAO TRANSPORTE-JP,CMAT-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
COORD. PROJETOS OBRAS-JP,COPROB-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
